,Pedigree information,,,,,,Maturity indicators,,,,,,,,Disease resistance (1-5),,,,,,,,,,,,,,Insect resistance,,,,,Herbicide,Plant characteristics,,,,,,,,,,,,,Ear characteristics,,,,,,Grain characteristics,,,,,,,Combining ability for yield,,,,,,,Descriptive Remarks,,
364,,SA5,SAHC1-5-1-1-5-3-B,SA5-FS1-5-1-1-5-3-B,SAF1-5-1-1-5-3-B,South America,Late,,955,,,,,,,1.0,,1.0,,,,,,,,4.5,,1.5,,,,,,,195,,,,,,,,3.0,,,,,,,,,,,Y,F,No,,,,,,,,,, ,SA3,Acid soils,1997,
365,,SA8,SA8C1HC(27X3)-1-1-4-8-B,SA8-C1-FS(27/3)-1-1-4-8-B,SA8C1F(27/3)-1-1-4-8-B,South America,Interm,,824,,,,,,,1.0,,1.0,,,,,,,,2.5,,1.5,,,,,,,145,,,,,,,,3.0,,,,,,,,,,,W,F,No,,,,,,,,,, ,SA6,Acid soils,1997,
366,,SA8,SA8C2HC(27X3)-1-3-6-1-B,SA8-C2-FS(27/3)-1-3-6-1-B,SA8C2F(27/3)-1-3-6-1-B,South America,Interm,,849,,,,,,,1.0,,1.0,,,,,,,,3.0,,1.0,,,,,,,150,,,,,,,,3.5,,,,,,,,,,,W,F,No,,,,,,,,,, ,SA6,Acid soils,1997,
367,,P402,89[G27/TEW-TSR]#-59-1-2-B-1-1-B-B-B,(G27/TEWTSR)-#-59-1-2-B-1-1-B,89[G27/TEWTSR]#-59-1-2-B-1-1-BBB,Subtropical,Early,, ,,,,,,,2.0,,1.5,,,,,,,,,,1.5,,,,,,,140,,,,,,,,3.0,,,,,,,,,,,W,F,No,,,,,,,,,,A,"CLG1607, CLG1502",,1997,
368,,P401,89[G32/TSR-TEW]#-171-2-3-1-B-B-2-2-1-B-B-B,(G32/TEWTSR)-#-171-2-3-1-B-B-2-2-1-B,89[G32/TSRTEW]#-171-2-3-1-BB-2-2-1-BBB,Subtropical,Early,, ,,,,,,,2.5,,3.0,,,,,,,,,,2.0,,,,,,,160,,,,,,,,3.0,,,,,,,,,,,W,SD,No,,,,,,,,,,A,"CML367, CLG1607",,1997,
369,,P402,89[G27/TEW-TSR]#-168-2-2-BBB-B-B,(G27/TEWTSR)-#-168-2-2-B,89[G27/TEWTSR]#-168-2-2-BBBBB,Subtropical,Early,, ,,,,,,,2.0,,3.0,,,,,,,,,,2.0,,,,,,,155,,,,,,,,2.0,,,,,,,,,,,W,SD,No,,,,,,,,,,B,CML368,,1997,
370,,MBRET,MBR-ET(W)F2-14-3-1-3-B-B-B,MBRETW-F2-14-3-1-3-B,MBRET(W)F2-14-3-1-3-BBB,Subtropical,Interm,, ,,,,,,,2.0,,1.0,,,,,,,,,,2.5,,,,,,,176,,,,,,,,2.0,,,,,,,,,,,W,SD,No,,,,,,,,,,B,CML216,E turcicum,1997,
371,,MBRET,MBR-ET(W)F2-56-1-1-1-B-B-6-B-B,MBRETW-F2-56-1-1-1-B-B-6-B,MBRET(W)F2-56-1-1-1-BB-6-BB,Subtropical,Interm,, ,,,,,,,1.0,,2.0,,,,,,,,,,2.0,,,,,,,126,,,,,,,,1.0,,,,,,,,,,,W,SD,No,,,,,,,,,,B,CML216,,1997,
372,,MBRET,MBR-ET(W)F2-177-3-1-1-B-B,MBRETW-F2-177-3-1-1-B,MBRET(W)F2-177-3-1-1-BB,Subtropical,Interm,, ,,,,,,,2.0,,2.0,,,,,,,,,,2.0,,,,,,,138,,,,,,,,1.0,,,,,,,,,,,W,SF,No,,,,,,,,,,A,"CML216, 321",,1997,
373,,P43SR,P43SR-4-1-1-2-1-B-8-1-B-B-B,P43SR-4-1-1-2-1-B-8-1-B,P43SR-4-1-1-2-1-B-8-1-BBB,Subtropical,Interm,, ,,,,,,,2.0,,3.0,,,,,,,,,,2.5,,,,,,,160,,,,,,,,2.0,,,,,,,,,,,W,D,No,,,,,,,,,,A TESTER,"CML78, 321",,1997,
374,,P43SR,P43SR-177-1-1-2-1-5-2-3-B-B,P43SR-177-1-1-2-1-5-2-3-B,P43SR-177-1-1-2-1-5-2-3-BB,Subtropical,Interm,, ,,,,,,,4.0,,2.0,,,,,,,,,,2.0,,,,,,,182,,,,,,,,2.0,,,,,,,,,,,W,SD,No,,,,,,,,,,B,"CML78, 311, 320",,1997,
375,,P44C9,P44C9FS158-3-2-4-2-B-B-1-B-B,P44-C9-FS158-3-2-4-2-B-B-1-B,P44C9FS158-3-2-4-2-BB-1-BB,Subtropical,Interm,, ,,,,,,,2.0,,2.5,,,,,,,,,,2.0,,,,,,,134,,,,,,,,2.0,,,,,,,,,,,W,SD,No,,,,,,,,,,B,"CML320, 311",,1997,
376,,SLWHGA,SLWHG-AF118-2-1-1-B-1-B-1-B-B,SLWHGA-F118-2-1-1-B-1-B-1-B,SLWHGAF118-2-1-1-B-1-B-1-BB,Subtropical,Interm,, ,,,,,,,3.0,,3.0,,,,,,,,,,1.0,,,,,,,131,,,,,,,,1.5,,,,,,,,,,,W,F,No,,,,,,,,,,B,"CML311, 320",,1997,
377,,REC,89[SPMAT/P600]#-84-4-B*8,(SPMAT/P600)-#-84-4-B,89[SPMAT/P600]#-84-4-B*8,Subtropical,Interm,, ,,,,,,,3.5,,1.0,,,,,,,,,,1.5,,,,,,,171,,,,,,,,1.5,,,,,,,,,,,W,SD,No,,,,,,,,,,B,"CML320, 377",E turcicum,1997,
378,,SLWHGB,SLWHG-BF45-3-1-1-B-2-B-B,SLWHGB-F45-3-1-1-B-2-B,SLWHGBF45-3-1-1-B-2-BB,Subtropical,Interm,, ,,,,,,,3.0,,5.0,,,,,,,,,,2.0,,,,,,,147,,,,,,,,2.0,,,,,,,,,,,W,SF,No,,,,,,,,,,B,"CML320, 247, 264",,1997,
379,,P501,P501c1#-303-1-1-1-2-1-3-B,P501-C1-303-1-1-1-2-1-3-B,P501C1#-303-1-1-1-2-1-3-B,Subtropical,Late,, ,,,,,,,2.0,,2.5,,,,,,,,,,2.0,,,,,,,150,,,,,,,,1.5,,,,,,,,,,,W,F,No,,,,,,,,,,A,CML384,,1997,
380,,P501,P501c1#-303-1-1-2-2-1-5-B,P501-C1-303-1-1-2-2-1-5-B,P501C1#-303-1-1-2-2-1-5-B,Subtropical,Late,, ,,,,,,,2.0,,2.0,,,,,,,,,,1.5,,,,,,,159,,,,,,,,1.5,,,,,,,,,,,W,F,No,,,,,,,,,,A,"CML383, 384",,1997,
381,,P501,P501c1#-401-3-1-2-B-B,P501-C1-401-3-1-2-B,P501C1#-401-3-1-2-BB,Subtropical,Late,, ,,,,,,,2.5,,3.5,,,,,,,,,,1.5,,,,,,,133,,,,,,,,2.5,,,,,,,,,,,W,SF,No,,,,,,,,,,A,"CML383, 384, 385",,1997,
382,,P501,P501c1#-886-3-1-1-B-B,P501-C1-886-3-1-1-B,P501C1#-886-3-1-1-BB,Subtropical,Late,, ,,,,,,,1.5,,3.5,,,,,,,,,,2.5,,,,,,,129,,,,,,,,2.0,,,,,,,,,,,W,SF,No,,,,,,,,,,A,"CML383, 384",,1997,
383,,P502,P502c1#-771-2-2-1-1-B,P502-C1-771-2-2-1-1-B,P502C1#-771-2-2-1-1-B,Subtropical,Late,, ,,,,,,,2.0,,2.0,,,,,,,,,,1.5,,,,,,,141,,,,,,,,2.5,,,,,,,,,,,W,F,No,,,,,,,,,,B,"CML380, 381, 382",,1997,
384,,P502,P502c1#-771-2-2-1-3-B,P502-C1-771-2-2-1-3-B,P502C1#-771-2-2-1-3-B,Subtropical,Late,, ,,,,,,,1.5,,2.0,,,,,,,,,,1.5,,,,,,,146,,,,,,,,2.5,,,,,,,,,,,W,F,No,,,,,,,,,,B TESTER,"CML379, 380, 381, 382, ","GLS, E turcicum",1997,
385,,P502,P502c1#-771-1-1-1-B-B,P502-C1-771-1-1-1-B,P502C1#-771-1-1-1-BB,Subtropical,Late,, ,,,,,,,1.5,,3.0,,,,,,,,,,1.5,,,,,,,163,,,,,,,,2.5,,,,,,,,,,,W,F,No,,,,,,,,,,B,CML381,,1997,
386,,ZM601,[EV7992#/EVPOP43-SRBC3]#b#bsr-118-2-2-5-7-B-1-1-B*4,((EV7992/EVP43SR)/EV7992/EV7992/EV7992)-#-B-#-BSR-118-2-2-5-7-B-1-1-B,[EV7992#/EVPOP43SRBC3]#B#BSR-118-2-2-5-7-B-1-1-B*4,Africa MA/ST,Late,,,,,,79,,,,,2.0,,1.5,,3.5,,,2.5,,,1.8,,,,,,,180,,,,,,,,,,,,,,,,,,3.1,W,F,No,,,,,,,,,,A,,MSV,1997,
387,,ZM609,[EV7992#/EV8449-SR]C1F2-334-1(OSU8i)-1-1-B-B-3-B*4,(EV7992/EV8449SR)-C1-F2-334-1OSU8I-1-1-B-B-3-B,[EV7992#/EV8449SR]C1F2-334-1(OSU8I)-1-1-BB-3-B*4,Africa MA/ST,Late,,,,,,80,,,,,1.8,,1.8,,2.5,,,1.0,,,1.8,,,,,,,175,,,,,,,,,,,,,,,,,,2.0,W,F,No,,,,,,,,,,A,,MSV,1997,
388,,ZM609,[EV7992#/EV8449-SR]C1F2-334-1(OSU9i)-8-2(I)-B-1-2-B*4,(EV7992/EV8449SR)-C1-F2-334-1OSU9I-8-2-I-B-1-2-B,[EV7992#/EV8449SR]C1F2-334-1(OSU9I)-8-2(I)-B-1-2-B*4,Africa MA/ST,Late,,,,,,84,,,,,2.0,,1.5,,4.5,,,1.3,,,1.8,,,,,,,205,,,,,,,,,,,,,,,,,,2.5,W,F,No,,,,,,,,,,A,,MSV,1997,
389,,ZM609,[EV7992#/EV8449-SR]C1F2-334-1(OSU9i)-8-6(I)-B-B-3-B*4,(EV7992/EV8449SR)-C1-F2-334-1OSU9I-8-6-I-B-B-3-B,[EV7992#/EV8449SR]C1F2-334-1(OSU9I)-8-6(I)-BB-3-B*4,Africa MA/ST,Late,,,,,,86,,,,,1.8,,1.5,,3.0,,,1.3,,,2.3,,,,,,,210,,,,,,,,,,,,,,,,,,1.8,W,F,No,,,,,,,,,,A,,MSV,1997,
390,,EV7992,[EV7992]C1F2-430-3-3-3-B-7-B*4,EV7992-C1-F2-430-3-3-3-B-7-B,[EV7992]C1F2-430-3-3-3-B-7-B*4,Africa MA/ST,Interm,,,,,,77,,,,,1.5,,1.3,,4.0,,,1.0,,,2.5,,,,,,,190,,,,,,,,,,,,,,,,,,3.3,W,F,No,,,,,,,,,,A,,MSV,1997,
391,,EV7992,[EV7992]C1F2-430-3-3-B-1-B*4,EV7992-C1-F2-430-3-3-B-1-B,[EV7992]C1F2-430-3-3-B-1-B*4,Africa MA/ST,Interm,,,,,,77,,,,,2.0,,1.5,,3.0,,,1.0,,,2.3,,,,,,,200,,,,,,,,,,,,,,,,,,2.6,W,F,No,,,,,,,,,,A,,MSV,1997,
392,,REC,[M37W/100MSR//SR52/ZAMXSR7794-4-3]#b-111-1-5-B*5,(M37W/100MSR//SR52/ZAMSR7794-4-3)-#-B-111-1-5-B,[M37W/100MSR//SR52/ZAMXSR7794-4-3]#B-111-1-5-B*5,Africa MA/ST,Late,,,,,,83,,,,,2.1,,1.3,,2.0,,,2.3,,,2.5,,,,,,,185,,,,,,,,,,,,,,,,,,2.9,W,SF,No,,,,,,,,,,A,,MSV,1997,
393,,REC,[R201/TZMSRW]#b-18-1-1-3-2-B-1-B*4,(R201/TZMSRW)-#-B-18-1-1-3-2-B-1-B,[R201/TZMSRW]#B-18-1-1-3-2-B-1-B*4,Africa MA/ST,Late,,,,,,79,,,,,1.8,,1.8,,3.0,,,1.0,,,2.0,,,,,,,200,,,,,,,,,,,,,,,,,,2.3,W,F,No,,,,,,,,,,A,,MSV,1997,
394,,REC,[PL31/POOL16SR//PL9A]C1F2-124-2-B*7,(G31/G16SR//G9A)-C1-F2-124-2-B,[PL31/POOL16SR//PL9A]C1F2-124-2-B*7,Africa MA/ST,Interm,,,,,,76,,,,,2.4,,2.0,,1.5,,,2.5,,,2.3,,,,,,,190,,,,,,,,,,,,,,,,,,2.1,W,SF,No,,,,,,,,,,BA,,MSV,1997,
395,,IITA,90323(B)-1-B-1-B*4,90323B-1-B-1-B,90323(B)-1-B-1-B*4,Africa MA/ST,Late,,,,,,81,,,,,1.8,,2.0,,2.0,,,1.8,,,1.8,,,,,,,190,,,,,,,,,,,,,,,,,,3.3,W,SF,No,,,,,,,,,,B TESTER,,MSV,1997,
396,,P21,P21C5HC109-3-1-5-4-B-4-3-##-2-B*6,P21-C5-FS109-3-1-5-4-B-4-3-#-#-2-B,P21C5F109-3-1-5-4-B-4-3-##-2-B*6,Lowland,Late,,,,,,,,1.9,,,,,,,,,,,,,2.0,,,,,,,135,,,,,,,,1.0,,,,,,,,,,,W,D,No,,,,,,,,,,AB,"CML268, 48, 264",,1997,
397,,P21,P21STEC1HC43-4-1-3-1-3-BBB-2-##-B*6,P21STE-C1-FS43-4-1-3-1-3-B*3-2-B,P21STEC1F43-4-1-3-1-3-BBB-2-##-B*6,Lowland,Late,,,,,,,,1.6,,,,,,,,,,,,,2.0,,,,,,,145,,,,,,,,1.0,,,,,,,,,,,W,SF,No,,,,,,,,,,A,CML247,,1997,
398,,P21,P21 C5HC216-2-3-B-#*4-BBB-###-B*8,P21-C5-FS216-2-3-B,P21C5F216-2-3-B-#*4-BBB-###-B*8,Lowland,Late,,,,,,,,1.5,,,,,,,,,,,,,2.0,,,,,,,170,,,,,,,,2.0,,,,,,,,,,,W,SF,No,,,,,,,,,,AB,"CML268, 36, 247",,1997,
399,,P21,P21C5HC72-3-1-2-BBBB-##-1-BBB-###-B*8,P21-C5-FS72-3-1-2-B*4-#-#-1-B,P21C5F72-3-1-2-BBBB-##-1-BBB-###-B*8,Lowland,Late,,,,,,,,1.5,,,,,,,,,,,,,2.5,,,,,,,180,,,,,,,,3.0,,,,,,,,,,,W,F,No,,,,,,,,,,A,CML247,,1997,
400,,P21,P21C5HC84-S4-F3-B-6-B*14,P21-C5-FS84-B*4-F3-B-6-B,P21C5F84-S4-F3-B-6-B*14,Lowland,Late,,,,,,,,1.5,,,,,,,,,,,,,2.5,,,,,,,145,,,,,,,,1.0,,,,,,,,,,,W,SF,No,,,,,,,,,,A,CML247,,1997,
401,,P21,P21HC219(S4 FRIP)-##-7-BBBBBBBB,P21-FS219-B*4-FRIP-#-#-7-B,P21F219(S4FRIP)-##-7-BBBBBBBB,Lowland,Late,,,,,,,,1.5,,,,,,,,,,,,,2.5,,,,,,,145,,,,,,,,1.0,,,,,,,,,,,W,F,No,,,,,,,,,,A,CML247,,1997,
402,,P22,AC8222-6-2-2-B-##-2-BBB-1-#-B*9,AC8222-6-2-2-B-#-#-2-B*3-1-B,AC8222-6-2-2-B-##-2-BBB-1-#-B*9,Lowland,Late,,,,,,,,1.9,,,,,,,,,,,,,1.5,,,,,,,170,,,,,,,,1.0,,,,,,,,,,,W,F,No,,,,,,,,,,B,CML273,,1997,
403,,P22,P22C7-54-1-BBB-3-#-BBBBBBB,P22-C7-54-1-B*3-3-B,P22C7-54-1-BBB-3-#-BBBBBBB,Lowland,Late,,,,,,,,2.8,,,,,,,,,,,,,1.5,,,,,,,110,,,,,,,,2.0,,,,,,,,,,,W,F,No,,,,,,,,,,A,CML48,,1997,
404,,P23,P23STE-C2-6-B*12,P23STE-C2-6-B,P23STEC2-6-B*12,Lowland,Late,,,,,,,,1.5,,,,,,,,,,,,,2.0,,,,,,,160,,,,,,,,2.0,,,,,,,,,,,W,F,No,,,,,,,,,,B,CML258,,1997,
405,,P43,POSTA SEQC0-S3-12-1-1-B*11,LAPOSTASEQ-C0-B*3-12-1-1-B,LPSC0-S3-12-1-1-B*11,Lowland,Late,,,,,,,,1.4,,,,,,,,,,,,,2.0,,,,,,,120,,,,,,,,1.0,,,,,,,,,,,W,F,No,,,,,,,,,,A,CML247,,1997,
406,,P43,(AC7643*PR7729)-3-4-1-2-BBB-2-B-#-B*9,(AC7643/PR7729)-3-4-1-2-B*3-2-B,(AC7643/PR7729)-3-4-1-2-BBB-2-B-#-B*9,Lowland,Late,,,,,,,,2.8,,,,,,,,,,,,,2.0,,,,,,,160,,,,,,,,1.0,,,,,,,,,,,W,SF,No,,,,,,,,,,A,CML247,,1997,
407,,G24,(G24TSR19*P21F199)-1-1-B-2-2-BBB-1-B-#-B*8,(G24TSR-19/P21-F199)-1-1-B-2-2-B*3-1-B,(G24TSR19/P21F199)-1-1-B-2-2-BBB-1-B-#-B*8,Lowland,Late,,,,,,,,1.3,,,,,,,,,,,,,2.0,,,,,,,155,,,,,,,,1.0,,,,,,,,,,,W,F,No,,,,,,,,,,A,"CML48, CML247",,1997,
408,,P24,P24STEC2-29-BBBB-#-4-BBBBBBB,P24STE-C2-29-B*4-#-4-B,P24STEC2-29-BBBB-#-4-BBBBBBB,Lowland,Late,,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,135,,,,,,,,2.0,,,,,,,,,,,Y,SF,No,,,,,,,,,,A,CL00331,,1997,
409,,P24,P24STEC2-29-BBBB-#-7-BBBBBBB,P24STE-C2-29-B*4-#-7-B,P24STEC2-29-BBBB-#-7-BBBBBBB,Lowland,Late,,,,,,,,2.0,,,,,,,,,,,,,1.5,,,,,,,130,,,,,,,,2.0,,,,,,,,,,,Y,SF,No,,,,,,,,,,A,CL00331,,1997,
410,,P27,CAPT.MIRANDA8627-4-1-2-BBBBBBBBBBB,CAPITANMIRANDA8627-4-1-2-B,CAPTMIRANDA8627-4-1-2-BBBBBBBBBBB,Lowland,Late,,,,,,,,1.5,,,,,,,,,,,,,2.5,,,,,,,140,,,,,,,,2.0,,,,,,,,,,,Y,F,No,,,,,,,,,,B,CL00331,,1997,
411,,P28,P28C7-S4-#-BBBBBBBBBBB,P28-C7-B*4-#-B,P28C7-S4-#-BBBBBBBBBBB,Lowland,Late,,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,130,,,,,,,,1.0,,,,,,,,,,,Y,D,No,,,,,,,,,,A,CL00331,,1997,
412,,P36,P36C5HC279-1-1-B-f-##-B,P36-C5-FS279-1-1-B,P36C5F279-1-1-B-F-##-B,Lowland,Late,,,,,,,,1.6,,,,,,,,,,,,,3.0,,,,,,,140,,,,,,,,1.0,,,,,,,,,,,Y,SD,No,,,,,,,,,,B,CL02411,,1997,
413,,SintAmTSR,Sint Am.TSR-23-3-2-3-2-BB-f-##-BBBBB,SINTAMTSR-23-3-2-3-2-B,SINTAMTSR-23-3-2-3-2-BB-F-##-BBBBB,Lowland,Late,,,,,,,,2.4,,,,,,,,,,,,,1.5,,,,,,,140,,,,,,,,1.0,,,,,,,,,,,Y,SF,No,,,,,,,,,,B TESTER,"CML287, 285",,1997,
414,,SintAmTSR,Sint Am.TSR-23-1-2-4-1-BBBB-##-B*8,SINTAMTSR-23-1-2-4-1-B,SINTAMTSR-23-1-2-4-1-BBBB-##-B*8,Lowland,Late,,,,,,,,2.5,,,,,,,,,,,,,2.0,,,,,,,155,,,,,,,,1.0,,,,,,,,,,,Y,SF,No,,,,,,,,,,B,CML287,,1997,
415,,KC3001,KC3001/KC3002-22-2-1-B-4-BBBBBBBB,KC3001/KC3002-22-2-1-B,KC3001/KC3002-22-2-1-B-4-BBBBBBBB,Lowland,Late,,,,,,,,1.5,,,,,,,,,,,,,2.5,,,,,,,130,,,,,,,,1.0,,,,,,,,,,,Y,SD,No,,,,,,,,,,A,CL00331,,1997,
416,,P49,Ikene8149SR-68-3-#-2-BBB-4-B*9,IKENE8149SR-68-3-#-2-B*3-4-B,IKENE8149SR-68-3-#-2-BBB-4-B*9,Lowland,Early,,,,,,,,2.0,,,,,,,,,,,,,2.5,,,,,,,160,,,,,,,,1.0,,,,,,,,,,,W,SF,No,,,,,,,,,,A,"CLG1526, CLG1607, CML48",,1997,
417,,P49,P49STEC2-8-BBBBBBB,P49STE-C2-8-B,P49STEC2-8-BBBBBBB,Lowland,Early,,,,,,,,3.0,,,,,,,,,,,,,1.5,,,,,,,154,,,,,,,,2.0,,,,,,,,,,,W,D,No,,,,,,,,,,A,"CL00303, CML271",,1997,
418,,G15,G15C22MH100#-2-2-6-1-2-BBBBB,G15-C22-HS100-2-2-6-1-2-B,G15C22H100#-2-2-6-1-2-BBBBB,Lowland,Early,,,,,,,,2.5,,,,,,,,,,,,,2.5,,,,,,,120,,,,,,,,1.0,,,,,,,,,,,W,F,No,,,,,,,,,,B,CLG1526,,1997,
419,,G15,G15C22MH131#-1-3-4-1-1-BBBBBBB,G15-C22-HS131-1-3-4-1-1-B,G15C22H131#-1-3-4-1-1-BBBBBBB,Lowland,Early,,,,,,,,2.5,,,,,,,,,,,,,2.5,,,,,,,110,,,,,,,,1.0,,,,,,,,,,,W,SF,No,,,,,,,,,,B,"CLG1607, CL04902",,1997,
420,,G16,G16C19MH219-5-1-1-3-2-B-#-BBBB,G16-C19-HS219-5-1-1-3-2-B,G16C19H219-5-1-1-3-2-B-#-BBBB,Lowland,Early,,,,,,,,3.0,,,,,,,,,,,,,3.0,,,,,,,110,,,,,,,,2.0,,,,,,,,,,,W,F,No,,,,,,,,,,A,"CLG1504, CL04902",,1997,
421,,P31,P31DMR#1-55-2-3-2-1-BBBBBBB,P31DMR-1-55-2-3-2-1-B,P31DMR#1-55-2-3-2-1-BBBBBBB,Lowland,Early,,,,,,,,3.3,,,,,,,,,,,,,2.0,,,,,,,169,,,,,,,,2.0,,,,,,,,,,,Y,SF,No,,,,,,,,,,B,CLG1701,,1997,
422,,G17,G17TSRMH5-2-4-7-1-1-1-BBBBBBB,G17TSR-HS5-2-4-7-1-1-1-B,G17TSRH5-2-4-7-1-1-1-BBBBBBB,Lowland,Early,,,,,,,,3.5,,,,,,,,,,,,,1.5,,,,,,,110,,,,,,,,1.0,,,,,,,,,,,Y,SF,No,,,,,,,,,,B,"CLG1801, CL03101",,1997,
423,,G18,G18C19MH100#-4-1-1-BBBBBBB,G18-C19-HS100-4-1-1-B,G18C19H100#-4-1-1-BBBBBBB,Lowland,Early,,,,,,,,3.5,,,,,,,,,,,,,2.0,,,,,,,120,,,,,,,,1.0,,,,,,,,,,,Y,F,No,,,,,,,,,,A,"CL03101, CLG2101",,1997,
424,,G21,G21C22MH169#-1-2-1-1-BBBBBBB,G21-C22-HS169-1-2-1-1-B,G21C22H169#-1-2-1-1-BBBBBBB,Lowland,Early,,,,,,,,3.0,,,,,,,,,,,,,2.5,,,,,,,160,,,,,,,,1.0,,,,,,,,,,,Y,F,No,,,,,,,,,,B,"CL03103, CLG1816, CLG1801",,1997,
425,,P31,P31C4S5B-6-#-#-BBBB,P31-C4-B*6-6-B,P31C4S5B-6-##-BBBB,Asia Lowland,Early,808,832,,,,49,50,2.0,,,,1.5,,,,,,,,,,,,,,,,137,,72,,0.53,1.5,,,3.0,,,,,1.0,2.0,,,2.5,,Y,F,No,,,,,,2.0,,,, ,"CML422, 423, 424, 427, 429",DMR,"November, 2000",
426,,P31,P31C4S5B-38-#-#-2-BBB,P31-C4-B*6-38-#-#-2-B,P31C4S5B-38-##-2-BBB,Asia Lowland,Early,747,777,,,,48,50,1.5,,,,2.0,,,,,,,,,,,,,,,,130,,55,,0.42,1.5,,,3.0,,,,,2.0,1.5,,,2.0,,Y,F,No,,,,,,1.0,,,, ,"CML422, 423, 424, 427, 429 ",DMR,"November, 2000",
427,,P145,SW92145-2P9S2-#-#-4-BBBB,SW92145-2-9-B-B-#-#-4-B,SW92145-2P9S2-##-4-BBBB,Asia Lowland,Early,854,879,,,,51,53,3.5,,,,1.5,,,,,,,,,,,,,,,,108,,43,,0.40,1.5,,,2.0,,,,,1.0,3.0,,,2.0,,Y,F,No,,,,,,1.0,,,, ,"CML422, 423, 424, 425, 426; CA03118",DMR,"November, 2000",
428,,P145,SW91145-2P3S2-#-#-3-BBBB,SW91145-2-3-B-B-#-#-3-B,SW91145-2P3S2-##-3-BBBB,Asia Lowland,Early,854,893,,,,53,55,2.0,,,,1.5,,,,,,,,,,,,,,,,120,,73,,0.61,1.5,,,1.0,,,,,2.0,3.0,,,2.5,,Y,F,No,,,,,,2.0,,,, ,"CML421, 422, 423, 424, 425",DMR,"November, 2000",
429,,EYDMR,EY-DMR-G-C5-S2-B-B-3-1-BBBB,EYDMRG-C5-B*4-3-1-B,EYDMRGC5-S2-BB-3-1-BBBB,Asia Lowland,Early,820,842,,,,50,52,2.0,,,,1.5,,,,,,,,,,,,,,,,123,,63,,0.51,1.5,,,4.0,,,,,1.0,1.5,,,2.5,,Y,F,No,,,,,,1.0,,,, ,"CML421, 422, 423, 424, 425",DMR,"November, 2000",
430,,AMATL,AMATLC0HS169-1-1-1-1-2-2-1-B*3,AMATL-C0-HS169-1-1-1-1-2-2-1-B,AMATLC0HS169-1-1-1-1-2-2-1-B*3,Asia Lowland,Interm,970,1000,,,,58,60,3.5,,,,1.5,,,,,,,,,,,,,,,,140,,78,,0.56,1.5,,,1.0,,,,,1.0,2.5,,,2.5,,Y,F,No,,,,,,2.0,,,, ,"CML432, 433; CA34503, CA00324; POP28",DMR,"November, 2000",
431,,AMATL,AMATLC0HS170-2-3-2-1-1-1-1-B*3,AMATL-C0-HS170-2-3-2-1-1-1-1-B,AMATLC0HS170-2-3-2-1-1-1-1-B*3,Asia Lowland,Late,1000,1000,,,,60,60,2.0,,,,1.5,,,,,,,,,,,,,,,,136,,72,,0.53,1.5,,,2.0,,,,,1.0,2.5,,,2.5,,Y,F,No,,,,,,2.0,,,, ,"CML415, 432; CA00310, CA34504, CA00324; POP28",DMR,"November, 2000",
432,,KTX3752,KTX3752F2-7-1-1-1-B-B-B,KTX3752-F2-7-1-1-1-B,KTX3752F2-7-1-1-1-BBB,Asia Lowland,Early,893,866,,,,56,54,2.0,,,,1.5,,,,,,,,,,,,,,,,105,,50,,0.48,2.5,,,3.0,,,,,1.0,2.0,,,2.5,,Y,SF,No,,,,,,2.0,,,, ,"CML430, 431; CA00310",DMR,"November, 2000",
433,,KTX3753,KTX3753F2-5-1-1-2-BBB,KTX3753-F2-5-1-1-2-B,KTX3753F2-5-1-1-2-BBB,Asia Lowland,Late,1011,1056,,,,59,62,3.5,,,,1.5,,,,,,,,,,,,,,,,120,,67,,0.56,1.5,,,3.0,,,,,1.0,2.0,,,2.5,,Y,F,No,,,,,,2.0,,,, ,"CML430, 431; CA00108; POP28",DMR,"November, 2000",
434,,SA3,SA3-C4HC(16x25)-2-1-2-4-B-B-B-B-B,SA3-C4-FS(16/25)-2-1-2-4-B,SA3C4F(16/25)-2-1-2-4-BBBBB,South America,Interm,,,,,,56,59,,,,1.0,,,,,,,,,-,3.3,,,,,,,155,,75,,0.48,,,2.9,,2.5,,Y,P,,2.3,,,,2.1,Y,F,No,,,,,0.62,1.0,,,, ,SA4,Acid soils,"November, 2000",
435,,SA3,SA3-C4HC(16x25)-2-4-3-6-B-B-B-B-B,SA3-C4-FS(16/25)-2-4-3-6-B,SA3C4F(16/25)-2-4-3-6-BBBBB,South America,Interm,,,,,,57,58,,,,3.5,,,,,,,,,-,4.3,,,,,,,148,,75,,0.51,,,3.0,,2.3,,Y,P,,2.3,,,,2.9,Y,SF,No,,,,,0.03,3.0,,,, ,SA4,Acid soils,"November, 2000",
436,,SA3,SA3-C4HC(19x25)-2-6-4-5-B-B-B-B-B,SA3-C4-FS(19/25)-2-6-4-5-B,SA3C4F(19/25)-2-6-4-5-BBBBB,South America,Late,,,,,,65,65,,,,-,,,,,,,,,4.0,2.8,,,,,,,173,,83,,0.48,,,3.2,,1.5,,S,P,,3.1,,,,1.8,Y,F,No,,,,,0.63,1.0,,,, ,SA4,Acid soils,"November, 2000",
