Seq,Inbred Line,Accession,Breeding program,Pop structure,Year Rel,P1A,P2A,eraA,GroupA,TypeA,SourceA,,,,,Ped_line
2281,H41_1,,,,,Oh28,M14,,,Breeding Cross,,,,,,
258,OH51A_1,,,unclassified,0,OH17,OH51 ,0,0,F1 PARENTAL CROSS,0,,,,,
,OH51A_1,,,,,OH17,OH51 ,,,F1 PARENTAL CROSS,,,,,,
3301,Oh07B,Ames19323,Other,unclassified,1,Oh11-6,Oh07,1,4,INBRED,0,,,,,
,OH7B,,,,,OH11-6,OH07,1,4,INBRED,,,,,,
3300,Oh07A,,,,,Oh11_6,Oh07,,,INBRED,Oh11-6 X Oh07,,,,,
3303,Oh07K,NSL52605,Other,unclassified,0,Oh07K_1,Oh07A,0,0,INBRED,[(Oh41 X 38-11) Oh07A],,,,,
4002,Va99,Ames24989,Other,non-stiff stalk,0,Oh07B X Pa91,0,0,0,0,0,,,,,
2695,Mo304ae,NSL67789,Missouri,unclassified,0,Oh07A,0,0,0,INBRED,Oh07A ae conversion,,,,,
2972,N7A,PI607512,Nebraska,stiff stalk,1968,Oh07,BSSS,0,0,INBRED,Oh07 X Stiff Stalk Synthetic,,,,,
2973,N7AGoodman-Buckler,Ames28366,Nebraska,stiff stalk,1968,Oh07,BSSS,0,0,INBRED,0,,,,,
3558,R907,NSL30908,Illinois,unclassified,0,Oh07,0,0,0,INBRED,Recovered br2 Oh07,,,,,
3320,Pa405,Ames22757,Other,non-stiff stalk,0,NY3,PA54,0,0,INBRED,0, ,,,,
2910,N209,PI595366,Nebraska,unclassified,1994,NSS1,NSS1,0,0,INBRED,0,,,,,
2969,N551,PI638549,Nebraska,unclassified,2005,NR_SSS,NR_SSS,0,0,INBRED,0,,,,,
2970,N552,PI638550,Nebraska,unclassified,2005,NR_SSS,NR_SSS,0,0,INBRED,0,,,,,
1401,CI85B,CIze85,Other,unclassified,0,Np3197-1 X CI14,0,0,0,INBRED,Unknown pedigree,,,,,
7,64,,,unclassified,0,NorthwesternDent ,NorthwesternDent ,0,0,INBRED,0,,,,,
,64,,,,,NorthwesternDent ,NorthwesternDent ,,,INBRED,,,,,,
14,A48,,,unclassified,0,NorthwesternDent,NorthwesternDent,0,0,Open Pollinated Variety,0,,,,,
,A48,,,,,NorthwesternDent,NorthwesternDent,,,OP,,,,,,
19,A50,,,unclassified,0,Northwestern Dent,Northwestern Dent,0,0,INBRED,0,,,,,
,A50,,,,,Northwestern Dent,Northwestern Dent,,,INBRED,,,,,,
4025,W703,NSL30056,Wisconsin,non-stiff stalk,0,NorthwestDent,NorthwestDent,0,0,INBRED,Northwestern Dent inbred from McDonald College Canada,,,,,
2700,Mo311ae,NSL67796,Missouri,unclassified,0,NMo8W,0,0,0,INBRED,Mo8W ae conversion,,,,,
2520,J8606,PI601725,ExPVP,unclassified,1,NKP101,C103G,0,5,NK PVP LINE,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=8900226,,,,,
,J8606,,,,,NKP101,C103G,0,5,NK PVP LINE,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=8900226,,,,,
1809,E8501,PI601724,ExPVP,unclassified,1,NK387,FRMO17,0,2,NK PVP LINE,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=8900233,,,,,
,E8501,,,,,NK387,FRMO17,0,2,NK PVP LINE,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=8900233,,,,,
165,H8431_1,,,unclassified,0,NK377,NKB386,0,0,PARENTAL CROSS,0,,,,,
,H8431_1,,,,,NK377,NKB386,,,PARENTAL CROSS,,,,,,
1292,BCC03,PI544065,ExPVP,unclassified,0,NK3224,LH51,0,0,INBRED,http://apps.ams.usda.gov/CMS//AdobeImages/009100002.pdf,,,,,
2900,N193,PI550567,Nebraska,unclassified,1985,NK_B_RF_2,NK_B_RF_2,0,0,INBRED,NK(B)RF(2),,,,,
2901,N194,PI550568,Nebraska,unclassified,1985,NK_B_RF_2,NK_B_RF_2,0,0,INBRED,0,,,,,
3015,NC250_1,,,,,Nigeria Composite ARb,B37,,,Breeding Cross,,,,,,
3451,R12,Ames21095,Other,unclassified,0,NicholsonDroughtResistant,NicholsonDroughtResistant,0,0,INBRED,0,,,,,
1426,CL20_1,,,,,NewEnglandFlint,Zachtecas58,,,Population cross,,,,,,
1430,CL27_2,,,,,New England Flint OA, ACA179,,,Population cross,,,,,,
2724,(NTC_P3184,,,,,Negro-de_Tierra_Caliente,P3184,,,Population,(Negro de Tierra Caliente/Pioneer_3184)C6,,,,,
3716,T14F,PI340820,Other,unclassified,0,NealPaymaster,NealPaymaster,0,0,INBRED,0,,,,,
1936,T61,PI550514,Other,unclassified,1957,NealPaymaster,NealPaymaster,0,0,INBRED,0,,,,,
,T61,,,,,NealPaymaster,NealPaymaster,,,INBRED,,,,,,
1949,GE129,Ames10256,Other,unclassified,0,NealPaymaster,0,0,0,INBRED,0,,,,,
1400,Np3197-1,,Georgia,,,NealPaymaster,,,,INBRED,,,,,,
3187,ND291,PI631393,North Dakota,unclassified,2003,NDSM,NDSM,0,0,INBRED,NDSM(M)C1,,,,,
3181,ND262,PI522250,North Dakota,unclassified,1989,NDSF,NDSF,0,0,INBRED,0,,,,,
3182,ND264,PI522252,North Dakota,unclassified,1989,NDSF,NDSF,0,0,INBRED,0,,,,,
3179,ND261,PI510674,North Dakota,unclassified,0,NDSD,NDSD,0,0,INBRED,0,,,,,
3185,ND266,PI548794,North Dakota,unclassified,1991,NDSD,NDSD,0,0,INBRED,0,,,,,
3153,NDSCD,PI 510671,,,,NDSC,NDSD,,,Synthetic,,Synthetic from one cycle of full-sib family sel. among 78 full-sib families between NDSC(FS)C1 and NDSD(FS)C1,,,,
3176,ND257,PI550561,North Dakota,unclassified,1985,NDSC,NDSC,0,0,INBRED,0,,,,,
3178,ND260,PI550573,North Dakota,unclassified,1986,NDSB,NDSB,0,0,INBRED,0,,,,,
3184,ND265,PI546494,North Dakota,unclassified,1989,NDSA,NDSA,0,0,INBRED,0,,,,,
3158,ND240,PI607519,North Dakota,unclassified,1975,ND408,ND240_1,0,0,INBRED,ND408(2) X ND230äó»,,,,,
3157,ND240_1,,,,,ND408,ND230,,,Breeding Cross,,,,,,
3204,ND304W_1,,,,,ND408,B73,,,Breeding Cross,,,,,,
3216,ND407,NSL32735,North Dakota,unclassified,0,ND407_2,ND230,0,0,INBRED,[(Oh51A X ND230) ND230 (2)],,,,,
3215,ND407_2,,,,,ND407_1,ND230,,,BC1,,,,,,
3212,ND385,NSL32731,North Dakota,unclassified,0,ND385_2,ND211,0,0,INBRED,[(A334 X ND211) ND211 (2)],,,,,
3211,ND385_2,,,,,ND385_1,ND211,,,BC1,,,,,,
3205,ND304W,PI550552,North Dakota,unclassified,1984,ND304W_1,W23yy,0,0,INBRED,(ND408 X B73)X W23yy,,,,,B59_1
37,A635_1,,,stiff stalk,0,ND302 ,B14,0,0,PARENTAL CROSS,0,,,,,
,A635_1,,,,,ND302 ,B14,,,PARENTAL CROSS,,,,,,B64_1
352,PA884P_4,,,unclassified,0,ND273,NC34,0,0,PARENTAL CROSS,0,,,,,B64_2
,PA884P_4,,,,,ND273,NC34,,,PARENTAL CROSS,,,,,,
3685,SD57_1,,,,,ND251,SDexp10,,,Breeding Cross,,,,,,
2576,LH162,PI539921,ExPVP,unclassified,0,ND246,EARLYMO17 COMPOSITE,0,0,Holdens PVP Line,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=9000123,,,,,
2575,LH160,PI539920,ExPVP,unclassified,1,ND246,EARLYMO17 COMPOSITE,3,1,Holdens PVP Line,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=9000122,,,,,
,LH160,,,,,ND246,EARLYMO17 COMPOSITE,3,1,Holdens PVP Line,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=9000122,,,,,
864,A624_1,,,,,ND230  ,A295,,,F1 breeding cross,,,,,,
904,A641,Ames19311,Minnesota,stiff stalk,1,ND203,WF9,2,2,INBRED,0,,,,,
,A641,,,,,ND203,WF9,2,2,INBRED,,,,,,
3213,ND405,NSL32730,North Dakota,unclassified,0,ND203,Oh51A,0,0,INBRED,0,,,,,
3221,ND480,NSL32736,North Dakota,unclassified,0,ND203,Oh51A,0,0,INBRED,0,,,,,
895,A636_1,,,,,ND203,B14 ,,,,,,,,,
935,A664_1,,,,,ND203,A636,,,,,,,,,
939,A665_1,,,,,ND203,A635,,,,,,,,,
2917,N217,PI596356,Nebraska,unclassified,1995,NCLNB,NCLNB,0,0,INBRED,0,,,,,
2918,N218,PI596357,Nebraska,unclassified,1995,NCLNB,NCLNB,0,0,INBRED,0,,,,,
2912,N211,PI596354,Nebraska,unclassified,1994,NCLNA,NCLNA,0,0,INBRED,CLNA(C1).,,,,,
2545,Ky226,Ames27131,Other,unclassified,1,NCIaDDC,Coahuila 8,1,1,INBRED,0,,,,,
,KY226,,,,,NCIaDDC,Coahuila 8,1,1,INBRED,,,,,,
3121,NC350_1,,,,,NCH101,NCH101,,,INBRED,,,,,,
2772,Mp1,,,,1976,NCA,NCA,,,INBRED,,,,,,
1005,Ab608A,Ab608A,Other,unclassified,0,NC82 ,CI21,0,0,INBRED,0,,,,,
2991,NC236,Ames12734,North Carolina,unclassified,0,NC7,NC236_1,0,0,INBRED,[NC7 (Huffman Variety X Illinois Low Ear)],,,,,
994,Ab18,Ab18,Other,unclassified,0,NC7,F6,0,0,,,,,,,
1941,GA212,Ames10249,Other,unclassified,0,NC67,GA199,0,0,INBRED,0,,,,,
1942,GA215,Ames10250,Other,unclassified,0,NC67,GA199,0,0,INBRED,0,,,,,
1068,NC248_1,,,,,NC601,GT112,,,Breeding cross,,,,,,
3127,NC354,Ames27173,North Carolina,unclassified,0,NC354_1,NC354_2,0,0,INBRED,Derived from an experimental line sharing the pedigree of NC296 crossed to an experimental line derived from Pioneer X304A x H101,,,,,
3120,NC348,Ames27170,North Carolina,unclassified,1998,NC348_1,NC348_2,0,0,INBRED,0,,,,,
3112,NC340_3,,,,,NC340_2,NC340_2,,,INBRED,,,,,,
3113,NC340,Ames27166,North Carolina,unclassified,0,NC340_1,NC340_3,0,0,INBRED,Derived from an experimental line from Pioneer X105A crossed with an experimental line from Pioneer 306A x H5,,,,,
1372,CI45_2,,,,,NC34,R4,,,Breeding Cross,,,,,,
2307,H73_1,,,,,NC34,Oh51A,,,Breeding Cross,,,,,,
3109,NC338,Ames27165,North Carolina,unclassified,1997,NC338_1,NC338_2,0,0,INBRED,Derived from an experimental line from Pioneer X105A x H5 crossed with an experimental line derived from Pioneer 304B x Agroceres 504.,,,,,
1015,AR200,PI564716,Other,unclassified,0,NC330 ,Tx501,0,0,0,0,,,,,
2982,NC224_1,,,,,NC33,NC34,,,INBRED,,,,,,
3605,SC213_1,,,,,NC33,GT112,,,Breeding Cross,,,,,,
2733,Mo48,PI634206,Missouri,unclassified,2003,NC33,B52,0,0,INBRED,0,,,,,
3083,NC300,Ames27146,North Carolina,unclassified,0,NC300_1,NC300_2,0,0,INBRED,Line from Pioneer X 105A X line from Pioneer X 306B X H-5,,,,,
3122,NC350,Ames27171,North Carolina,unclassified,1998,NC298_2,NC350_1,0,0,INBRED,Pioneer_X105A / H5 // H101,,,,,
3085,NC302,Ames27147,North Carolina,unclassified,1994,NC298_2,H101,0,0,INBRED,(Pioneer X105A x H5) x H101,,,,,
3086,NC304,Ames27148,North Carolina,unclassified,1994,NC298_2,H101,0,0,INBRED,0,,,,,
3079,NC298,Ames27261,North Carolina,unclassified,1992,NC298_1,NC298_2,0,0,INBRED,Line from Agroceres 155 X line from Pioneer X 105A X H-5,,,,,
3061,NC278A,Ames28420,North Carolina,unclassified,0,NC278_1,B73G,0,0,INBRED,0,,,,,
3060,NC278,Ames28419,North Carolina,stiff stalk,1988,NC278_1,B73G,0,0,INBRED,[(ETO B1 X B73G) B73G],,,,,
3041,NC264_2,,,,,NC264_1,GaspeFlint,,,BC1,,,,,,
3132,NC360,Ames27176,North Carolina,unclassified,1999,NC262,NC360_1,0,0,INBRED,0,,,,,
3133,NC362,Ames27177,North Carolina,unclassified,1999,NC262,NC360_1,0,0,INBRED,0,,,,,
3134,NC364,Ames27178,North Carolina,unclassified,1999,NC262,NC360_1,0,0,INBRED,0,,,,,
3036,NC260,Ames27140,North Carolina,non-stiff stalk,0,NC260_3,Mo44,0,0,INBRED,[(Mo44 X Mo17) Mo44 (3)],,,,,
3035,NC260_3,,,,,NC260_2,Mo44,,,BC2,,,,,,
3034,NC260_2,,,,,NC260_1,Mo44,,,BC1,,,,,,
3065,NC286,Ames28424,North Carolina,non-stiff stalk,0,NC258_3,NC258_3,0,0,INBRED,(McNair 14 X 18) X [(NC248 X NC246) X C103],,,,,
3066,NC288,Ames28425,North Carolina,non-stiff stalk,0,NC258_3,NC258_3,0,0,INBRED,0,,,,,
3088,NC308,Ames27150,North Carolina,unclassified,1994,NC252_2,NC252_2,0,0,INBRED,0,,,,,
3016,NC250,PI550555,North Carolina,stiff stalk,0,NC250_1,B37,0,0,INBRED,[(Nigeria Composite ARb X B37) B37],,,,,
1014,NC330,Ames27161,North Carolina,stiff stalk,0,NC250,B73,0,0,INBRED,BC5 to B73 selfed,,,,,
3091,NC314,Ames27153,North Carolina,unclassified,1994,NC250,B73,0,0,INBRED,0,,,,,
3099,NC324,Ames27158,North Carolina,unclassified,1996,NC250,B73,0,0,INBRED,B73 x NC250; shares same S6 family as NC270..,,,,,
3089,NC310,Ames27151,North Carolina,unclassified,1997,NC250,B73,0,0,INBRED,0,,,,,
1071,NC248_4,,,,,NC248_3,GT112,,,BC3,,,,,,
1070,NC248_3,,,,,NC248_2,GT112,,,BC2  ,,,,,,
1069,NC248_2,,,,,NC248_1,GT112,,,BC1,,,,,,
1073,AR258_1,,,,,NC248,NC246,,,Breeding cross,,,,,,
3028,NC258_1,,,,,NC248,NC246,,,Breeding Cross,,,,,,
3010,NC246,Ames12739,North Carolina,unclassified,0,NC246_2,NC246_3,0,0,INBRED,[GT112 (2) X Huffman] X (GT112 X Syn),NC246 was 63% GT112 and 25% T61 by pedigree.,,,,
1067,NC246,,,,,NC246_2,NC246_3,,,BC2 self,,,,,,
1065,NC246_2,,,,,NC246_1,GT112,,,BC1,,,,,,
1022,AR204_1,,,,,NC24,K4,,,Breeding cross,,,,,,
1062,NC234,Ames12733,North Carolina,unclassified,0,NC234_1,T204,0,0,Breeding cross,[T204 (Huffman Variety X Illinois Low Ear)],,,,,
1051,NC232,Ames12732,North Carolina,unclassified,0,NC232_2,T204,0,0,INBRED,BC2 selfed,,,,,
1050,NC232_2,,,,,NC232_1,T204,,,BC1,,,,,,
1052,AR242,PI561525,Other,unclassified,0,NC232,Tx501br2,0,0,INBRED,NC232 X Tx501 br2,,,,,
2984,NC224,Ames12730,North Carolina,unclassified,0,NC224_1,IllnoisLowEar,0,0,INBRED,(NC33 X NC34) Illinois Low Ear,,,,,
3005,NC242,Ames12737,North Carolina,unclassified,0,NC222,NC242_2,0,0,INBRED,NC222 (3) X NC226,,,,,
3006,NC244,Ames12738,North Carolina,unclassified,0,NC222,NC242_2,0,0,INBRED,0,,,,,
3004,NC242_2,,,,,NC222,NC242_1,,,BC1,,,,,,
3003,NC242_1,,,,,NC222,NC226,,,Breeding Cross,,,,,,
1066,NC246_3,,,,,NC_Syn,GT112,,,Breeding cross,,,,,,
2620,LIBC4,PI555650,ExPVP,unclassified,0,NBMS,P3901,0,0,DEKALB PVP LINE,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=9100255,,,,,
2975,N801w,PI592741,Nebraska,unclassified,1997,NBJ_SSS,NBJ_SSS,0,0,INBRED,0,,,,,
3795,Tx202_2,,,,,NB611,Venezuela733,,,Breeding Cross,,,,,,
3794,Tx202_1,,,,,NB611,Valle411,,,Breeding Cross,,,,,,
2915,N216,PI596355,Nebraska,unclassified,0,NB_S_RF1,NB_S_RF1,0,0,INBRED,0,,,,,
2914,N215,PI595367,Nebraska,unclassified,1994,NB_S_RF1,NB_S_RF1,0,0,INBRED,0,,,,,
2921,N501,PI594050,Nebraska,unclassified,1995,NB_S ,NB_S ,0,0,INBRED,0,nbred from Nebraska S synthetic following twelve cycles of recurrent selection for grain yield and tolerance to sub-optimal temperatures,,,,
2922,N502,PI594051,Nebraska,unclassified,1995,NB_S ,NB_S ,0,0,INBRED,0,,,,,
2923,N503,PI594052,Nebraska,unclassified,1995,NB_S ,NB_S ,0,0,INBRED,0,,,,,
2924,N504,PI594053,Nebraska,unclassified,1995,NB_S ,NB_S ,0,0,INBRED,0,,,,,
2925,N505,PI594054,Nebraska,unclassified,1995,NB_S ,NB_S ,0,0,INBRED,0,,,,,
2926,N506,PI594055,Nebraska,unclassified,1995,NB_S ,NB_S ,0,0,INBRED,0,,,,,
2927,N507,PI594056,Nebraska,unclassified,1995,NB_S ,NB_S ,0,0,INBRED,0,,,,,
2928,N508,PI594057,Nebraska,unclassified,1995,NB_S ,NB_S ,0,0,INBRED,0,,,,,
2929,N509,PI594058,Nebraska,unclassified,1995,NB_S ,NB_S ,0,0,INBRED,0,,,,,
2930,N510,PI594059,Nebraska,unclassified,1995,NB_S ,NB_S ,0,0,INBRED,0,,,,,
2931,N511,PI594060,Nebraska,unclassified,1995,NB_S ,NB_S ,0,0,INBRED,0,,,,,
2932,N512,PI594061,Nebraska,unclassified,1995,NB_S ,NB_S ,0,0,INBRED,0,,,,,
2933,N513,PI594062,Nebraska,unclassified,1995,NB_S ,NB_S ,0,0,INBRED,0,,,,,
2934,N514,PI594063,Nebraska,unclassified,1995,NB_S ,NB_S ,0,0,INBRED,0,,,,,
2935,N515,PI594064,Nebraska,unclassified,1995,NB_S ,NB_S ,0,0,INBRED,0,,,,,
2936,N516,PI594065,Nebraska,unclassified,1995,NB_S ,NB_S ,0,0,INBRED,0,,,,,
2937,N517,PI594066,Nebraska,unclassified,1995,NB_S ,NB_S ,0,0,INBRED,0,,,,,
2938,N518,PI594067,Nebraska,unclassified,1995,NB_S ,NB_S ,0,0,INBRED,0,,,,,
2939,N519,PI594068,Nebraska,unclassified,1995,NB_S ,NB_S ,0,0,INBRED,0,,,,,
2940,N520,PI594069,Nebraska,unclassified,1995,NB_S ,NB_S ,0,0,INBRED,0,,,,,
2941,N521,PI594070,Nebraska,unclassified,1995,NB_S ,NB_S ,0,0,INBRED,0,,,,,
2944,N523,PI594071,Nebraska,unclassified,1995,NB_S ,NB_S ,0,0,INBRED,0,,,,,
2945,N524,PI594072,Nebraska,unclassified,1995,NB_S ,NB_S ,0,0,INBRED,0,,,,,
2946,N525,PI594073,Nebraska,unclassified,1995,NB_S ,NB_S ,0,0,INBRED,0,,,,,
2947,N526,PI594074,Nebraska,unclassified,1995,NB_S ,NB_S ,0,0,INBRED,0,,,,,
2948,N527,PI604606,Nebraska,unclassified,1995,NB_S ,NB_S ,0,0,INBRED,0,,,,,
2949,N528,PI594075,Nebraska,unclassified,1995,NB_S ,NB_S ,0,0,INBRED,0,,,,,
2950,N529,PI594076,Nebraska,unclassified,1995,NB_S ,NB_S ,0,0,INBRED,0,,,,,
2951,N530,PI594077,Nebraska,unclassified,1995,NB_S ,NB_S ,0,0,INBRED,0,,,,,
2952,N532,PI594078,Nebraska,unclassified,1995,NB_S ,NB_S ,0,0,INBRED,0,,,,,
2953,N533,PI594079,Nebraska,unclassified,1995,NB_S ,NB_S ,0,0,INBRED,0,,,,,
2954,N534,PI594080,Nebraska,unclassified,1995,NB_S ,NB_S ,0,0,INBRED,0,,,,,
2955,N535,PI594081,Nebraska,unclassified,1995,NB_S ,NB_S ,0,0,INBRED,0,,,,,
2956,N536,PI594082,Nebraska,unclassified,1995,NB_S ,NB_S ,0,0,INBRED,0,,,,,
2957,N537,PI594083,Nebraska,unclassified,1995,NB_S ,NB_S ,0,0,INBRED,0,,,,,
2958,N538,PI594084,Nebraska,unclassified,1995,NB_S ,NB_S ,0,0,INBRED,0,,,,,
2959,N539,PI594085,Nebraska,unclassified,1995,NB_S ,NB_S ,0,0,INBRED,0,,,,,
2960,N540,PI594086,Nebraska,unclassified,1995,NB_S ,NB_S ,0,0,INBRED,0,,,,,
2961,N541,PI594087,Nebraska,unclassified,1995,NB_S ,NB_S ,0,0,INBRED,0,,,,,
2962,N542,PI594088,Nebraska,unclassified,1995,NB_S ,NB_S ,0,0,INBRED,0,,,,,
2963,N543,PI594089,Nebraska,unclassified,1995,NB_S ,NB_S ,0,0,INBRED,0,,,,,
2964,N544,PI594090,Nebraska,unclassified,1995,NB_S ,NB_S ,0,0,INBRED,0,,,,,
2965,N545,PI594091,Nebraska,unclassified,1995,NB_S ,NB_S ,0,0,INBRED,0,,,,,
2943,N522,PI604605,Nebraska,unclassified,0,NB_B,NB_S ,0,0,INBRED,0,,,,,
2460,I137TN,Ames27116,Other,unclassified,0,NATYHTOOTH,TEKOYELLOW,0,0,0,NATYHTOOTH/TEKO YELLOW,,,,,
3918,TZMI711,PI635122,Nigeria,tropical,2004,Natl_var,TZSR,0,0,INBRED,0,,,,,
3793,NB611,,,,,N7A,Mo17,,,INBRED,,,,,,
2664,Mo20W_1,,,,,N6,Mo21A,,,Breeding Cross,,,,,,
1223,B59_1,,,unclassified,0,N32 ,B14,0,0,PARENTAL CROSS,0,,,,,
,B59_1,,,,,N32 ,B14,,,PARENTAL CROSS,,,,,,
2429,Hi61,PI641243,Other,unclassified,0,N3,Hi61_5,0,0,INBRED,N3*Hi31) BC5 #2 S6 #1,,,,,
2428,Hi61_5,,,,,N3,Hi61_4,,,BC4,,,,,,
2427,Hi61_4,,,,,N3,Hi61_3,,,BC3,,,,,,
2426,Hi61_3,,,,,N3,Hi61_2,,,BC2,,,,,,
2425,Hi61_2,,,,,N3,Hi61_1,,,BC1,,,,,,
2424,Hi61_1,,,,,N3,Hi31,,,Breeding Cross,,,,,,
2908,N201,PI568160,Nebraska,stiff stalk,0,N28,B73,0,0,INBRED,0,,,,,
324,N196,,,unclassified,0,N28,B73,1,1,INBRED,0,,,,,
,N196,,,,,N28,B73,1,1,INBRED,,,,,,
2201,H100,Ames22748,Indiana,stiff stalk,1,N28, H91,1,2,INBRED,0,,,,,
,H100,,,,,N28, H91,1,2,INBRED,,,,,,
2919,N28Ht,Ames27138,Other,stiff stalk,0,N28,0,0,0,INBRED,Ht version of N28,,,,,
299,N22A,,,unclassified,0,N22,0,0,0,INBRED DERIVED FROM N22 OUTCROSS,0,,,,,
,N22A,,,,,N22,0,,,INBRED DERIVED FROM N22 OUTCROSS,,,,,,
2904,N197,Ames22755,Nebraska,non-stiff stalk,0,N197_1,Mo17,0,0,INBRED,[(Mo17 X early Krug line) Mo17],,,,,
1776,DE3,PI638551,Other,non-stiff stalk,0,N11a,DKXL212,0,0,INBRED,DKXL212:N11a-191-1-1-1-1-1-1-1,,,,,
1777,DE4,PI638552,Other,non-stiff stalk,0,N11a,DKXL212,0,0,INBRED,DKXL212:N11a-365-1-1-2-1-1-1-1,,,,,
2967,N546,PI597578,Nebraska,unclassified,0,N_MX,N_MX,0,0,INBRED,0,,,,,
1435,CM151_1,,,,,Mt42,Wf9,,,Breeding cross,,,,,,
32,A632_1,,,stiff stalk,0,MT42,B14,0,0,PARENTAL CROSS,0,,,,,
,A632_1,,,,,MT42,B14,,,PARENTAL CROSS,,,,,,
2882,MS74,Ames24714,Michigan,unclassified,1979,MSEarlySyn1,MSEarlySyn1,0,0,INBRED,0,,,,,
2894,MS92,Ames24724,Michigan,unclassified,1969,MS92_1,R53,0,0,INBRED,[(Oh40B X R53) R53],,,,,
2895,MS93,Ames24725,Michigan,unclassified,1969,MS92_1,R53,0,0,INBRED,[(Oh40B X R53) R53],,,,,
2858,MS200_1,,,,,MS24, Illinois High Oil,,,Breeding Cross,[(MS24 X Illinois High Oil) MS24],,,,,
2859,MS200,Ames24737,Michigan,unclassified,1979,MS200_1,MS24,0,0,INBRED,0,,,,,
2850,MS141_3,,,,,MS141_1,MS141_2,,,Breeding Cross,Probably a double cross hybrid,,,,,
,MS1334,,,,,MS1334_1,GoldenGlow,2,2,INBRED,,,,,,
323,MS1334,,,,1962,MS1334_1,Golden Glow,,,,[(Golden Glow X Maize Amargo) X Golden Glow],,,,,
2851,MS141,Ames24732,Michigan,unclassified,1970,MS1334,MS141_3,0,0,INBRED,MS1334 X [(H X MS206) X (49 X C105)],,,,,
2842,MS12,Ames24706,Michigan,unclassified,1958,MS12_4,GoldenGlow,0,0,INBRED,[(Golden Glow X M. Amargo) S5 X Duncan] S2 X Golden Glow,,,,,
2857,MS24,Ames24707,Michigan,unclassified,1954,MS12_4,DuncanOP,0,0,0,0,,,,,
2844,MS206,Ames24741,Michigan,unclassified,1964,MS12_4,DuncanOP,0,0,0,[(Golden Glow X M. Amargo) S5 X Duncan] S2 X Duncan,,,,,
2841,MS12_4,,,,,MS12_3,MS12_3,,,S2 Inbred,,,,,,
2840,MS12_3,,,,,MS12_2,DuncanOP,,,Breeding Cross,,,,,,
2839,MS12_2,,,,,MS12_1,MS12_1,,,S5 Inbred,,,,,,
2877,MS67,Ames24710,Michigan,unclassified,0,MS100_1,MS1334,0,0,INBRED,[(L317 X 38-11) MS1334],,,,,
2828,Ms100,Ames22442,Michigan,unclassified,1969,MS100_1,MS1334,0,0,INBRED,[(Oh40B X 38-11) MS1334],,,,,
2777,Mp705,PI550546,Other,unclassified,1983,MpSWCB_4,MpSWCB_4,0,0,INBRED,0,,,,,
2778,Mp706,PI550547,Other,unclassified,1983,MpSWCB_4,MpSWCB_4,0,0,INBRED,0,,,,,
2779,Mp707,PI550548,Other,unclassified,1983,MpSWCB_4,MpSWCB_4,0,0,INBRED,0,,,,,
2762,Mp04-97,Mp04-97,Other,unclassified,2012,Mp715,Va35,0,0,INBRED,,"Mp719, designated as Mp04:97 Mp718, designated as Mp04:96 during development",,,,
2791,Mp716,PI614820,Other,unclassified,2002,Mp708,Mp78:518,0,0,INBRED,0,,,,,
2782,Mp708,PI536520,Other,unclassified,1990,Mp704,Tx601,0,0,INBRED,Mp704 X Tx601,,,,,
2781,Mp704,,,,,Mp496,RepublicaDominicaGroup1,,,INBRED,MP496 X Republica Dominica Grupo 1 S2,,,,,
1783,Mp3204_1,,,,,Mp448,T204,0,0,Breeding cross,,,,,,
1784,Mp3204_2,,,,,Mp424,GT112,0,0,Breeding cross,,,,,,
3847,TZAR105_1,,,,,MP420,TZAR4001,,,Breeding Cross,,,,,,
3848,TZAR105,PI654052,Nigeria,tropical,2008,MP420,TZAR105_1,0,0,INBRED,0,,,,,
3849,TZAR106,PI654053,Nigeria,tropical,2008,MP420,TZAR105_1,0,0,INBRED,0,,,,,
2792,MP717,PI639919,Other,unclassified,2006,Mp420,Tx601,0,0,INBRED,0,,,,,
1785,Mp3204,,,,,Mp3204_1,Mp3204_2,0,0,DC Hybrid,,,,,,
2773,MP420,PI556980,Other,unclassified,1991,Mp1,HillYellowDent,0,0,INBRED,MP1 X S3 line from Hill Yellow Dent,,,,,
3813,Tx132A,,,,,MosshartYellowDent,MosshartYellowDent,,,INBRED,,,,,,
2681,Mo27W,Ames28927,Missouri,unclassified,0,MoSQA(S0)C4,MoSQA(S0)C4,0,0,INBRED,0,,,,,
2682,Mo28W,Ames28928,Missouri,unclassified,0,MoSQA(S0)C4,MoSQA(S0)C4,0,0,INBRED,0,,,,,
2683,Mo29W,Ames28929,Missouri,unclassified,0,MoSQA(S0)C4,MoSQA(S0)C4,0,0,INBRED,0,MoSQB is a yellow endosperm synthetic including 12 inbred lines as parents,,,,
