"","taxon","genus","species","spauthor","subtaxa","subtauthor","cropname","avail","instcode","accenumb","acckey","collnumb","collcode","taxno","accename","acqdate","origcty","collsite","latitude","longitude","elevation","colldate","bredcode","sampstat","ancest","collsrc","donorcode","donornumb","othernumb","duplsite","storage","latdec","longdec","remarks","history","released","Accesion.N","references","paper","date","Inbred.line","N.GBS.samples","N.Plants","Avg..IBS","X..missing","Breeding.program","Pop.structure","Year","Registration.","Source"
"963","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CIze23","","","","CI23",1,1,NA,0.64,"Other","unclassified",NA,NA,NA
"964","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CIze27","","","","CI27",1,1,NA,0.61,"Other","unclassified",NA,NA,NA
"965","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CIze28","","","","CI28A",6,5,0.979,0.31,"Other","unclassified",NA,NA,NA
"966","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CIze29","","","","CI29B",1,1,NA,0.72,"Other","unclassified",NA,NA,NA
"967","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CIze3","","","","CI3",1,1,NA,0.7,"Other","unclassified",NA,NA,NA
"968","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CIze317","","","","CI317B",1,1,NA,0.67,"Other","unclassified",NA,NA,NA
"969","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CIze38","","","","CI38B",1,1,NA,0.49,"Other","unclassified",NA,NA,NA
"970","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CIze40","","","","CI40A",1,1,NA,0.7,"Other","unclassified",NA,NA,NA
"971","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CIze42","","","","CI42A",1,1,NA,0.56,"Other","unclassified",NA,NA,NA
"972","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CIze45","","","","CI45",1,1,NA,0.44,"Other","unclassified",NA,NA,NA
"973","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CIze49","","","","CI49A",1,1,NA,0.53,"Other","unclassified",NA,NA,NA
"974","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CIze7","","","","CI7",4,3,0.973,0.37,"Other","unclassified",NA,NA,NA
"975","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CIze81","","","","CI81B",1,1,NA,0.63,"Other","unclassified",NA,NA,NA
"976","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CIze82","","","","CI82A",1,1,NA,0.49,"Other","unclassified",NA,NA,NA
"977","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CIze83","","","","CI83A",1,1,NA,0.63,"Other","unclassified",NA,NA,NA
"978","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CIze85","","","","CI85B",1,1,NA,0.66,"Other","unclassified",NA,NA,NA
"979","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CIze86","","","","CI86B",1,1,NA,0.59,"Other","unclassified",NA,NA,NA
"980","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CIze88","","","","CI88A",1,1,NA,0.82,"Other","unclassified",NA,NA,NA
"981","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CIze89","","","","CI89B",1,1,NA,0.67,"Other","unclassified",NA,NA,NA
"982","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CIze90","","","","CI90A",1,1,NA,0.71,"Other","unclassified",NA,NA,NA
"983","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CIze91","","","","CI91B",2,1,0.999,0.54,"Other","unclassified",NA,NA,NA
"984","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CML101","","","","CML101",2,2,0.993,0.52,"Mexico","tropical",NA,NA,NA
"985","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CML107","","","","CML107",1,1,NA,0.53,"Mexico","tropical",NA,NA,NA
"986","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CML115","","","","CML115",1,1,NA,0.53,"Mexico","tropical",NA,NA,NA
"987","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CML116","","","","CML116",2,2,0.991,0.52,"Mexico","tropical",NA,NA,NA
"988","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CML118","","","","CML118",1,1,NA,0.49,"Mexico","tropical",NA,NA,NA
"989","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CML121","","","","CML121",1,1,NA,0.5,"Mexico","tropical",NA,NA,NA
"990","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CML139","","","","CML139",1,1,NA,0.61,"Mexico","tropical",NA,NA,NA
"991","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CML142","","","","CML142",1,1,NA,0.57,"Mexico","tropical",NA,NA,NA
"992","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CML144","","","","CML144",2,2,0.997,0.54,"Mexico","tropical",NA,NA,NA
"993","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CML172","","","","CML172",1,1,NA,0.61,"Mexico","tropical",NA,NA,NA
"994","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CML176","","","","CML176",2,2,0.997,0.57,"Mexico","tropical",NA,NA,NA
"995","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CML184","","","","CML184",1,1,NA,0.55,"Mexico","tropical",NA,NA,NA
"996","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CML195","","","","CML195",1,1,NA,0.64,"Mexico","tropical",NA,NA,NA
"997","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CML196","","","","CML196",1,1,NA,0.71,"Mexico","tropical",NA,NA,NA
"998","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CML197","","","","CML197",1,1,NA,0.45,"Mexico","tropical",NA,NA,NA
"999","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CML198","","","","CML198",2,2,0.985,0.49,"Mexico","tropical",NA,NA,NA
"1000","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CML199","","","","CML199",1,1,NA,0.71,"Mexico","tropical",NA,NA,NA
"1001","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CML200","","","","CML200",1,1,NA,0.6,"Mexico","tropical",NA,NA,NA
"1002","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CML201","","","","CML201",1,1,NA,0.52,"Mexico","tropical",NA,NA,NA
"1003","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CML204","","","","CML204",2,2,0.997,0.34,"Mexico","tropical",NA,NA,NA
"1004","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CML206","","","","CML206",2,2,0.998,0.54,"Mexico","tropical",NA,NA,NA
"1005","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CML210","","","","CML210",1,1,NA,0.48,"Mexico","tropical",NA,NA,NA
"1006","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CML211","","","","CML211",1,1,NA,0.47,"Mexico","tropical",NA,NA,NA
"1007","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CML212","","","","CML212",1,1,NA,0.7,"Mexico","tropical",NA,NA,NA
"1008","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CML213","","","","CML213",1,1,NA,0.57,"Mexico","tropical",NA,NA,NA
"1009","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CML214","","","","CML214",1,1,NA,0.53,"Mexico","tropical",NA,NA,NA
"1010","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CML215","","","","CML215",1,1,NA,0.47,"Mexico","tropical",NA,NA,NA
"1011","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CML217","","","","CML217",2,2,0.994,0.63,"Mexico","tropical",NA,NA,NA
"1012","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CML219","","","","CML219",1,1,NA,0.58,"Mexico","tropical",NA,NA,NA
"1013","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CML223","","","","CML223",1,1,NA,0.49,"Mexico","tropical",NA,NA,NA
"1014","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CML224","","","","CML224",1,1,NA,0.63,"Mexico","tropical",NA,NA,NA
"1015","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CML225","","","","CML225",1,1,NA,0.66,"Mexico","tropical",NA,NA,NA
"1016","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CML226","","","","CML226",1,1,NA,0.58,"Mexico","tropical",NA,NA,NA
"1017","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CML227","","","","CML227",2,2,0.996,0.41,"Mexico","tropical",NA,NA,NA
"1018","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CML229","","","","CML229",1,1,NA,0.59,"Mexico","tropical",NA,NA,NA
"1019","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CML230","","","","CML230",6,1,0.996,0.32,"Mexico","tropical",NA,NA,NA
"1020","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CML231","","","","CML231",1,1,NA,0.5,"Mexico","tropical",NA,NA,NA
"1021","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","CIze 91",1002530,"",NA,311987,"CI 91B","19820114","","","","",NA,"",NA,400,"L97 x A71",40,NA,"",":CI 91B;:CIze 91","USA005","10",NA,NA,"Blight resistant.","DEVELOPED   United States by","1960","CML233","","","","CML233",2,2,0.993,0.58,"Mexico","tropical",NA,NA,NA
